Field Number(s),Common Name,Observation Date,Observation Year,How Observed,Observation Status,Final SIM Status,In MMHSRP Stranding DB,State,County,City,Locality Detail,Latitude,Latitude Units,Longitude,Longitude Units,Date of Examination,Condition at Examination,Vessel Type,Sex,Age Class,Length,Length Units,Necropsied,Date of Necropsy,Carcass Disposition,Additional Remarks,
CAS-MEF-610,Humpback Whale,6/10/2013,2013,Beach or Land,Moderate Decomposition,DEAD,Yes,CA,04-Marin,Inverness,Coast Camp Beach,38.01188,decimal degrees,–122.848132,decimal degrees,6/13/2013,Moderate Decomposition,Unknown,FEMALE,SUBADULT,740,cm,Y,6/13/2013,Left at Site,"LATER EXAM OF BONES FOUND NO DAMAGE TO SKULL BUT TRAUMA TO VERTEBRAE AND PERHAPS RIBS IN AREA BEHIND SKULL, BROKEN BACK; SIGNIFICANT PARASITE LOAD; FRACTURED BOD OF TWO VERTEBRAE.",
CRC-1257,Fin Whale,6/12/2013,2013,Beach or Land,Advanced Decomposition,DEAD,Yes,WA,Grays Harbor,Ocean City,2 miles north of Ocean City Beach access,47.0998,decimal degrees,-124.182,decimal degrees,6/13/2013,Advanced Decomposition,Unknown,MALE,ADULT,2070,cm,Y,6/13/2013,Left at Site,"Blunt force trauma, likely ship strike. Massive hemorrhage in blubber and muscle on L mandibles, from mid-jaw and extending back to behind L eye; ~8 L dar red fluid between gum and bone on L upper jaw; good body condition, oily blubber, food remains",
CRC-1278,Gray Whale,7/29/2013,2013,Beach or Land,Moderate Decomposition,DEAD,Yes,WA,Grays Harbor,Grayland,just N of beach approach,46.81,decimal degrees,-124.1037,decimal degrees,7/30/2013,Moderate Decomposition,Unknown,FEMALE,ADULT,1190,cm,Y,7/30/2013,Left at Site,"Blunt force trauma to left side of rostrum. Abrasions and superficial lacerations with associated bruising and hemorrhage in blubber and underlying muscle; degloving of tissue from bone at site, and shattered areas in L rostral bone. Based on size of impa",
CAS-MEF-615,Minke Whale,3/30/2014,2014,Beach or Land,Moderate Decomposition,NO DATA,Yes,CA,04-Marin,Inverness,"Point Reyes National Seashore, about 0.5 miles north of Abbotts Lagoon",38.1302,decimal degrees,–122.955143,decimal degrees,3/30/2014,Moderate Decomposition,Unknown,FEMALE,SUBADULT,635,cm,Y,3/30/2014,Left at Site,possible,
MKH2014-009,Gray Whale,6/21/2014,2014,Beach or Land,Advanced Decomposition,NO DATA,Yes,WA,Clallam,Ozette,2 miles north of Norwegian Memorial,48.0671,decimal degrees,-124.6944,decimal degrees,7/13/2014,Advanced Decomposition,Unknown,UNKNOWN,UNKNOWN,0,CM,N,,Left at Site,"Dead whale reported to Bob Campbell, Feiro Marine Life Center. Sighted 2 miles north of Norwegian Memorial. Coordinates given were N 48 4' W 124 42'. In photos skin almost completely gone from carcass, skin weathered and sun baked. Jaw bone appears broken and is separated from rest of carcass. Unknown if break happened pre- or post- mortem, natural (post-mortem) or human caused. JS tried to respond on 13-Jul but were unable to relocate due to tide. By the time of response and carcass already in advanced decomposition so unable to evaluate whether possible boat collision. In August 2014, AA was called for Mora Ranger who reported seeing the carcass while hiking between Rialto and Sand Point.",
BLANK,Humpback Whale,7/25/2014,2014,Swimming,Alive,NOT SERIOUS INJURY,No,CA,11-Monterey,,,,decimal degrees,,decimal degrees,NA,NA,Fishing,UNKNOWN,UNKNOWN,0,cm,NA,NA,NA,"WHALE SURFACED 30 FEET IN FRONT OF 57.8 FT COMMERCIAL FISHING VESSEL MOVING AT 7.5 KTS. WHALE SLAPPED TAIL AND APPARENTLY STRUCK BOW. WHALE DESCRIBED AS UNINJURED, 'COSMETIC' DAMAGE ABOVE WATERLINE ON VESSEL INDICATED ON SELF-REPORTING FORM. WHALE RESURFACED AND DOVE WITH NO APPARENT INJURY.  LARGE WHALE CRITERIA L6C APPLIED FOR NON-SERIOUS INJURY AS VESSEL WAS MOVING <10 KTS AND NO DISCERNABLE INJURY TO WHALE.",
CIMWI-14-D-053-BP-001,Fin Whale,7/29/2014,2014,Floating,Moderate Decomposition,DEAD,Yes,CA,14-Ventura,Port Hueneme,Naval Base Ventura County-Port Hueneme harbor,34.151147,decimal degrees,–119.206263,decimal degrees,7/31/2014,Moderate Decomposition,Shipping,MALE,ADULT,1584.96,cm,Y,7/31/2014,Towed,"7/29/14 Call received from Naval Base Ventura County-Port Hueneme Port Operations of a dead whale floating in harbor next to ship.  CIMWI volunteer went to site to confirm. Took pictures. Notified Stranding Coordinator-NMFS,Base biologist,CIMWI director, and CIRCU. 7/30/14 Arrangements being made between NMFS and Navy to have whale towed to a site for necropsy. 7/31/14 Necropsy performed by members of NMFS,CIMWI,CIRCU,etc. Vessel assist towed remains out to sea. Animal was seen on the bow ball of the shipping vessel, Morning Marvel, in its slip in Port Hueneme on the evening of July 28th. Carcass towed out of port to silver strand beach and necropsied on July 31st. Hemorrhaging and broken vertebrae confirm vessel strike. Carcass towed off-shore by Vessel Assist",
MKH2014-019,Minke Whale,9/28/2014,2014,Floating,Moderate Decomposition,NO DATA,Yes,WA,Clallam,Neah Bay,Clallam Bay,48.3044,decimal degrees,-124.2809,decimal degrees,9/29/2014,Moderate Decomposition,Unknown,FEMALE,ADULT,779,cm,Y,9/30/2014,Left at Site,"Whale first reported to Coast Guard on the 28th. On the 29th Makah Fisheries, with help from Dan Greene, towed the whale to Neah Bay for further examination. On the 30th a necropsy was conducted. Based on the necropsy it is very likely that the whale died due to a shipstrike although not quickly. The flesh around injured area from ship strike was necrotic rather than bruised. This may have been because the whale lived through the injury and succombed to secondary bacterial infections from the injury. Stomach was empty. Bones and baleen were collected by Makah tribal members for cultural purposes pursuant to Makah Fisheries Annual Regulation 2014-2. Internal observations were similar to external observation that a large injury occurred to the left side of the dorsal surface of the whale. Tissue around the injury was very necrotic and friable. The rib immediately under where the injury occurred was broken, the ribs adjacent to the broken rib appeared normal. Stomach was mostly empty suggesting that the whale had not recently eaten before it died. Most of the internal organs were too necrotic and decomposed to be of much use for evaluation or histology. The samples will be provided to ZooPath in the future.",
SWFSC-KXD0253; SWC-MN-14-01B,Humpback Whale,10/5/2014,2014,Swimming,Alive,DEAD,Yes,CA,17-San Diego,OCEANSIDE,CAMP PENDLETON MARINE BASE. 1.5MILES FROM THE SHORELINE IN LAS PULGAS CANYON,33.17.331,decimal degrees,–117.30.018,decimal degrees,10/12/2014,Advanced Decomposition,Unknown,FEMALE,SUBADULT,709,cm,Y,10/12/2014,Left at Site,"HUMAN INTERACTION. LARGE LACERATION ACROSS BACK BETWEEN BLOWHOLE AND DORSAL FIN. LACERATION APPROXIMATELY 4 INCHES LONG AND 10 INCHES DEEP. MAINLY USING LEFT PECTORAL FLIPPER FOR MOBILITY, OCCASIONALLY FLUKES, NOT AT ALL WITH RIGHT PECTORAL FLIPPER. ASSUMPTION IS BOAT STRIKE. DID NOT APPEAR TO BE TOO THIN, BUT IT WAS OBVIOUS THIS ANIMAL WAS UNABLE TO DIVE OR USE ITS RIGHT PECTORAL FLIPPER AND ONLY SOME MOVEMENT FROM TAIL FLUKES. RESPIRATIONS DIDN'T SEEM ACCELERATED. SPOKE WITH JUSTIN VIEZBICKE WITH NMFS AND DETERMINED TO ALLOW NATURE TO TAKE ITS COURSE. ANIMAL FIRST SIGHTED ALIVE OFF ORANGE COUNTY OCTOBER 3RD WITH HEALING DORSAL PROPELLOR WOUND & LIMITED MOBILITY. SIGHTED ALIVE AGAIN OFF OCEANSIDE OCT. 6 AND DEL MAR OCT. 7, 3/4 MILE OFFSHORE. MULTIPLE VERTEBRAL, RIB, SCAPULAR FRACTURES, AND HEMORRHAGE OBSERVED AT NECROPSY.",
WDFW2015-006,Gray Whale,1/21/2015,2015,Floating,Moderate Decomposition,DEAD,Yes,WA,King,Seattle,"Under slip 3, pier 52 Seattle Ferry Dock",47.6028,decimal degrees,-122.3396,decimal degrees,1/22/2015,Moderate Decomposition,Unknown,UNKNOWN,SUBADULT,924,cm,Y,1/24/2015,Sunk,"Sharp force trauma caused by large propeller. Definite cause of mortality. 5-6 propeller cuts on R side/across back, beginning just dorsal of right pec fin. Unable to see how far they extend across back due to carcass position, visible portions 80-180cm",
LACM-DSJ-2359,Fin Whale,4/10/2015,2015,Floating,Moderate Decomposition,DEAD,Yes,CA,15-Los Angeles,San Pedro,"Los Angeles Harbor, Wilmington",33.75905,decimal degrees,–118.26102,decimal degrees,4/11/2015,Moderate Decomposition,Shipping,MALE,ADULT,1714.5,cm,Y,4/11/2015,Towed,Found in slip within Port of LACM; 11 broken vertebrae,
CAS-SLP-401; TMMC-C-454,Humpback Whale,5/4/2015,2015,Beach or Land,Moderate Decomposition,DEAD,Yes,CA,09-San Mateo,Pacifica,Sharp Park Beach,37.625064,decimal degrees,-122.495377,decimal degrees,5/4/2015,Moderate Decomposition,Unknown,FEMALE,ADULT,1372,cm,Y,5/6/2015,Left at Site,LIMITED NECROPSY REVEALED HEMORRHAGING ON THE LEFT LATERAL SIDE AT END OF RIBS. FOUR PROCESSES OF LUMBAR VERTEBRAE WERE BROKEN BENEATH HEMORRHAGING. GOOD BLUBBER THICKNESS AND BODY CONDITION. EXTENSIVE PARASITES IN GI TRACT. NECROPSY REPORT ATTACHED TO HARD COPY FOR MORE DETAILS. CAS-ACC-6993,
TMMC-C-466,Humpback Whale,8/2/2015,2015,Beach or Land,Moderate Decomposition,NO DATA,Yes,CA,09-San Mateo,Pacifica,Esplanade Beach (Sharp Park),37.65079,decimal degrees,–122.49366,decimal degrees,8/2/2015,Moderate Decomposition,Unknown,MALE,SUBADULT,1177,cm,Y,8/2/2015,Left at Site,"trauma, domoic acid toxicity",
WCRLB-C-2015-03,Sei Whale,8/12/2015,2015,Floating,Moderate Decomposition,NO DATA,Yes,CA,15-Los Angeles,Los Angeles,"Wilmington, Port of LA, Berth 194",33.76425,decimal degrees,–118.25645,decimal degrees,8/13/2015,Moderate Decomposition,Unknown,UNKNOWN,SUBADULT,1375,cm,N,,Towed,"MODERATELY DECOMPOSED, MILDLY BLOATED WITH SLOUGHING SKIN. JAWS APPEARED TO BE PARTIALLY SEPARATED. THE CARCASS APPEARED TO HAVE AN ""INDENT"" ON THE BODY JUST BEHIND THE THROAT GROOVES ON THE RIGHT VENTRAL SURFACE. THERE WAS NO EXTERNAL SIGNS OF HEMORRHAGING IN THE SURROUNDING SURFACE TISSUE (SEE PHOTOS). RIGHT FLIPPER WAS SNAPPED IN HALF. THERE WERE NO SIGNS OF HEMORRHAGING OR BLOOD IN THE BONE OR SURROUNDING TISSUE OF THE FLIPPER (SEE PHOTO). LACK OF HEMORRHAGING SUGGESTS THAT THIS WAS A POST-MORTEM VESSEL COLLISION.",
TMMC-C-473,Fin Whale,8/24/2015,2015,Beach or Land,Fresh Dead,DEAD,Yes,CA,07-Alameda,Oakland,Oakland,37.79122,decimal degrees,–122.2768,decimal degrees,8/26/2015,Moderate Decomposition,Shipping,MALE,SUBADULT,159,cm,Y,8/28/2015,Left at Site,WHALE STUCK ON BOW OF VESSEL. CARCASS TOWED TO ANGEL ISLAND FOR NECROPSY.,
TMMC-C-477,Gray Whale,9/16/2015,2015,Beach or Land,Fresh Dead,NO DATA,Yes,CA,07-Alameda,Fremont,Fremont,37.557825,decimal degrees,–122.126729,decimal degrees,9/24/2015,Moderate Decomposition,Unknown,FEMALE,SUBADULT,660,cm,Y,9/24/2015,Left at Site,On 9/16/15 there was a report that a boat struck a whale in the Oakland Estuary between the outbound bouys 3 and 5. There was blood seen in the water and the whale dove after being struck. The boat prop was bent in the strike. On 9/19/15 the whale was resighted but deceased floating 1-2 miles south of the San Mateo Bridge in the shipping channel near marker 12. On the 9/23 the whale washed ashore at Coyote Hills Regional Park. On 9/24/15 a necropsy was performed at shoreline of Coyote Hills Regional Park. There were no reports of a whale inside the bay during this time frame and due to the lacerations on the dorsal ridge this is the same whale that was struck.,
092415MnSS,Humpback Whale,9/24/2015,2015,Swimming,Alive,SERIOUS INJURY (PRORATE),No,OR,CLATSOP,Astoria,"Columbia River, near buoy 31, Astoria","46°11'41.56""",dms,"123°54'20.45""",dms,NA,NA,Tug/Barge,UNKNOWN,UNKNOWN,0,cm,NA,NA,NA,"AN ARTICULATED TUG AND BARGE REPORTING STRIKING A HUMPBACK WHALE OF UNKNOWN SIZE IN THE COLUMBIA RIVER. THE ANIMAL WAS SIGHTED IMMEDIATELY AFTER THE COLLISION AND ROLLED OVER. COLUMBIA RIVER BAR PILOTS FLEW OVER THE AREA WITH THEIR HELICOPTER AND CLAIMED THE WHALE WAS SWIMMING AROUND NORMALLY. NO DATA ON VESSEL SIZE AND SPEED. BASED ON OTHER ARTICULATED TUGBOAT / BARGE SIZES, IT IS ASSUMED THE VESSEL WAS MUCH LARGER THAN THE WHALE (VESSEL SIZE > 65 FT). THIS RECORD IS ASSIGNED AS L7A. ",
HMSC15-11-01-Bm,Blue Whale,11/1/2015,2015,Floating,Condition Unknown,NO DATA,No,OR,Curry,Ophir,inially sighted floating about 3 miles south of Sister Rocks; made landfall about 6/10 mile north of Ophir rest area; south of mouth of Greggs Creek,42.544751,decimal degrees,-124.398223,decimal degrees,11/3/2015,Advanced Decomposition,Unknown,MALE,ADULT,2127,cm,Y,11/4/2015,Buried,"multiple wounds from killer whales and sharks over body; skull fractured, particuarly at left caudal aspect, possible ship strike",
SWFSC-KXD0287,Humpback Whale,3/4/2016,2016,Floating,Fresh Dead,DEAD,Yes,CA,17-San Diego,Coronado,"Silver Strand State Beach, middle parking lot",32.634061,decimal degrees,–117.142444,decimal degrees,3/8/2016,Advanced Decomposition,Unknown,MALE,YEARLING,720,cm,Y,3/8/2016,Landfill,"This whale was sighted on 3/4 by Coast Guard, then 3/5/2016 by diver 9.3 nm west of Point Loma, at 32.680800, -117.431267. Linear scars on leading edge of flukes and caudal peduncle indicate this whale was entangled in the past, but was not likely the cause of death. Fractured intervertebral disk and scapula with associated hemorrhage in blubber and muscle indicates trauma, possibly attributed to a ship.",
SWFSC-NEB0083,Gray Whale,3/24/2016,2016,Beach or Land,Moderate Decomposition,DEAD,Yes,CA,17-San Diego,San Diego,Torrey Pines State Beach,32.9181,decimal degrees,–117.2591,decimal degrees,3/24/2016,Moderate Decomposition,Unknown,FEMALE,SUBADULT,880,cm,N,NA,Landfill,"""s"" shaped lacerations along left lateral side at abdominal (6) and peduncle (6)indicate this animal was hit by a ship, although it is not clear if this happened before or after death.",
LACM-DSJ-2379,Humpback Whale,6/14/2016,2016,Floating,Fresh Dead,DEAD,Yes,CA,15-Los Angeles,San Pedro,San Pedro; Los Angeles Harbor,,decimal degrees,,decimal degrees,6/15/2016,Moderate Decomposition,Shipping,FEMALE,ADULT,1469,cm,N,NA,Towed,"Came into Los Angeles Harbor on the bow of the ship CMA CGM Nabucco. Working location and limited time for sampling before animal was towed out of the harbor prevented us from preforming full necropy. Contact Justin Viezbicke at the Long Beach office for sampling details. Ship tracker data shows a reduction in speed and a 360° maneuver might indicate the animal was struck at 34° 26' 52.5"" N, 125° 23' 01.0"" W.",
062316MnSS,Humpback Whale,6/23/2016,2016,Swimming,Alive,SERIOUS INJURY ,No,WA,CLALLAM,,Juan de Fuca Strait,48 14.59,dm,123 46.18,dm,NA,NA,USCG,UNKNOWN,UNKNOWN,30,ft,NA,NA,NA,"AN 87' USCG VESSEL STRUCK A 25-30' HUMPBACK WHALE ON ITS MIDSECTION WITH THE BOW WHILE TRAVELING AT 10-12 KNOTS. THE WHALE WAS OBSERVED 10 FEET IN FRONT OF THE CUTTER BEFORE THE COLLISION TOOK PLACE. NO APPARENT DAMAGE TO THE VESSEL AND THE ANIMAL WAS AT THE SURFACE OF THE WATER AFTER THE COLLISION. THE ANIMAL WAS OBSERVED FOR A PERIOD OF 10 MINUTES POST COLLISION, FOLLOWING THE COLLISION THE ANIMAL DOVE FOR 2 MINUTES AND THEN OBSERVED AT THE SURFACE.  ",
CAS-SLP-488; TMMC-C-500,Humpback Whale,7/6/2016,2016,Floating,Fresh Dead,DEAD,Yes,CA,09-San Mateo,Pescadero,Bean Hollow State Beach,37.231575,decimal degrees,(122. 414094),decimal degrees,7/9/2016,Fresh Dead,Unknown,MALE,SUBADULT,975,cm,Y,7/9/2016,Left at Site,9.7 METER MALE WITH EVIDENCE OF HEMORRHAGING AND EDEMA INTERNALLY. DORSAL AND LATERAL PROCESS FRACTURES TO CERVICAL VERTEBRAE C1-C3. NECROPSY DONE BY THE MARINE MAMMAL CENTER.,
072216ErSS,Gray Whale,7/22/2016,2016,Swimming,Alive,NOT SERIOUS INJURY,No,OR,LINCOLN,,Depoe Bay,44-48.5,DM,124-04.2,DM,NA,NA,USCG,UNKNOWN,UNKNOWN,0,cm,NA,NA,NA,"USCG MOTOR LIFEBOAT STRUCK A GRAY WHALE WHILE TRAVELING AT APPROXIMATELY 10 KNOTS. FOLLOWING COLLISION, WHALE POPPED ITS HEAD ABOVE THE SURFACE AND THEN DOVE.  USCG MOTOR LIFEBOATS ARE APPROXIMATELY 45 FT IN SIZE. NO DETAILS ON INJURY TO WHALE. ",
CAS-SLP-490; TMMC-C-505,Humpback Whale,7/24/2016,2016,Beach or Land,Moderate Decomposition,DEAD,Yes,CA,09-San Mateo,Pescadero,"Pebble Beach, Bean Hollow State Beach",37.236626,decimal degrees,–122.416114,decimal degrees,7/25/2016,Moderate Decomposition,Unknown,FEMALE,SUBADULT,1090,cm,Y,7/25/2016,Left at Site,10.9 METER FEMALE HUMPBACK. PHOTOS SHOW GOOD BODY CONDITION. MULTIPLE FRACTURES OF CAUDAL SKULL WITH SHARDS ON BONE LOOSE IN NECROTIC TISSUE. NECROPSIED BY THE MARINE MAMMAL CENTER. FINDINGS CONSISTENT WITH BLUNT FORCE TRAUMA DUE TO VESSEL STRIKE.,
HMSC16-08-01-Er,Gray Whale,8/1/2016,2016,Beach or Land,Moderate Decomposition,DEAD,Yes,OR,Curry,Langlois,New River Spit,42.91824,decimal degrees,-124.499969,decimal degrees,8/3/2016,Advanced Decomposition,Unknown,UNKNOWN,PUP/CALF,823,cm,N,,Left at Site,multiple deep cuts into left thorax and abdomen clearly indicate propeller wounds,
PSU16-09-16-Mn,Humpback Whale,9/16/2016,2016,Floating,Advanced Decomposition,DEAD,Yes,OR,Clatsop,Arch Cape,"initially stranded at Falcon Cove; resurfaced at Short Sands Beach, OR (45.76301, -123.96977) on 9/20/2016",45.78878,decimal degrees,-123.96977,decimal degrees,9/17/2016,Advanced Decomposition,Unknown,MALE,SUBADULT,1160,cm,Y,9/22/2016,Left at Site,"caudal half of peduncle missing; based on damage to caudal vertebra, believed to have been cut off by propeller; however, unclear as to whether damage occurred pre- or post-mortem; all internal organs expelled from decomp.; only ventral side of whale could be examined",
CAS-MEF-797,Blue Whale,10/26/2016,2016,Floating,Moderate Decomposition,DEAD,Yes,CA,09-San Mateo,Daly City,"Daly City, Westmoor Beach at Daisaku Ikeda Canyon",37.683656,decimal degrees,–122.496394,decimal degrees,10/27/2016,Moderate Decomposition,Unknown,MALE,SUBADULT,1950,cm,Y,10/27/2016,Left at Site,"Carcass was first reported to TMMC on 10/26/16 at 1230h floating about 1/4 mile off shore of Daly City. Later that day, the carcass was reported on land approximately 1/2 mile north of Mussel Rock (37.67933N,122.496278W) at 1730h. A complete necropsy was completed on 10/27/2017 by TMMC and CAS. Additional participants: UC Davis, Point Blue Conservation Science, and Oceanic Society. Please see the necropsy report for complete details. Brief summary of necropsy findings: fractured skull and various focal areas of necrotic tissue consistent with blunt force trauma, likely from a ship strike. MODERATELY DECOMPOSED 65-FOOT LONG BLUE WHALE NECROPSIED BY THE MARINE MAMMAL CENTER, FINDINGS OF BLUNT FORCE TRAUMA. SOME UNCERTAINTY WHETHER OR NOT VESSEL STRIKE WAS POST-MORTEM.",
CAS-MEF-798; TMMC-C-519,Fin Whale,1/5/2017,2017,Floating,Fresh Dead,DEAD,Yes,CA,07-Alameda,Oakland,Oakland Harbor,37.7930175,decimal degrees,–122.3012105,decimal degrees,2/6/2017,Moderate Decomposition,Shipping,FEMALE,SUBADULT,1640,cm,Y,3/2/2017,Left at Site,"Identified as fin whale (Balaenoptera physalus) by asymmetrical coloration on mandibles (gray right mandible) and throat grooves, bicolored baleen, overall coloration, and genetics from SWFSC. Animal was originally reported by the United States Coast Guard at Yerba Buena Island 1/5/17 when a vessel, NYK Triton, had what appeared to be a whale size animal or possible whale carcass on its bow. As the vessel turned into Oakland Bar channel, the carcass fell off the bow and sank. The whale was then reported on 1/7/17 floating in Oakland harbor off of Howard Terminal. Two personnel from TMMC went out to assess the animal, take pictures and collect basic samples. Due to the storm with large swells, high winds and rainfall the animal was left floating next to the Howard Terminal. The USCG received a report of the animal floating in the Oakland harbor channel on 1/9/17 causing hazards to passing vessels. The animal was then towed to Angel Island by the Army Corps of Engineers where it was tied off to a pier near Blunt Point until weather conditions improved. Due to repeated intense weather and storm debris clean-up, the Army Corp of Engineers was only able to land the carcass on Angel Island on 1/25/2017. Due to continued bad weather and boat availability, a small team was only able to get to the carcass for a partial necropsy on 2/6/2017. A second team returned to Angel Island to conduct a more complete necropsy on 3/2/2017. See necropsy report for more details.",
WCRLB-20170129Er,Gray Whale,1/29/2017,2017,Swimming,Alive,SERIOUS INJURY,Yes,CA,16-Orange,Dana Point,"2nm NW of Dana Point, near Three Arches Beach",,decimal degrees,,decimal degrees,NA,NA,Recreational,UNKNOWN,UNKNOWN,1,cm,NA,,N, ,
MKH2017-003,Gray Whale,3/21/2017,2017,Beach or Land,Moderate Decomposition,NO DATA,No,WA,Clallam,Neah Bay,Warmhouse Beach,48.3908,decimal degrees,-124.6576,decimal degrees,3/21/2017,Moderate Decomposition,Unknown,FEMALE,SUBADULT,870,cm,Y,3/17/2023,Left at Site,Whale laying on right side which prevented full examination. A few injuries were observed on right side. Flensing of injuries toward tail were likely post mortem. An area near the head showed blood in the blubber. The injury in the area looked most likely,
WDFW2017-036,Fin Whale,5/12/2017,2017,Floating,Fresh Dead,DEAD,Yes,WA,Pierce,Tacoma,Mouth of Commencement Bay,47.2867,decimal degrees,-122,decimal degrees,5/12/2017,Fresh Dead,Shipping,MALE,SUBADULT,1605,cm,Y,5/13/2017,Towed,"HI Form Completed. Signs of HI= Yes. Type Of HI= Vessel trauma- Both Blunt and sharp. Initial HI Evaluation=3)Probable. Detailed internal and external exam. Whale had been reported to be on the bow of the ""Boheme"" when arrive into Commencement bay at 7AM",
CRC-1587,Gray Whale,5/23/2017,2017,Beach or Land,Fresh Dead,NO DATA,Yes,WA,Grays Harbor,Westport,just S of Bonge Beach approach,46.8336,decimal degrees,-124,decimal degrees,5/24/2017,Moderate Decomposition,Unknown,FEMALE,SUBADULT,940,cm,Y,5/31/2017,Left at Site,"laying on back, partially buried in sand. Slightly bloated. Skin sloughing on fluke edges and insertion, area of sloughed skin R side of head between eye and pec fin, extending up toward dorsum. R eye bulging. No rake marks seen. Not related to mortality--healed propeller marks on R flank, posterior to pec fin. Possible ship strike as cause of death, good body condtion and evidence of internal trauma but unable to examine dorsal aspect. Live stranding also a possibility.",
CAS-MEF-799; TMMC-C-530,Blue Whale,5/25/2017,2017,Floating,Fresh Dead,DEAD,Yes,CA,04-Marin,Bolinas,"Agate Beach, approximately 0.25 miles north of the parking lot.",37.899783,decimal degrees,–122.712575,decimal degrees,5/26/2017,Fresh Dead,Unknown,FEMALE,ADULT,2430,cm,Y,5/27/2017,Left at Site,"The carcass was originally reported as floating off of Agate Beach in Marin County the evening of 25 May 2017. The carcass was confirmed on land at Agate Beach (37.899783¿N, 122.712575¿W) the morning of 26 May 2017. Due to the timing of the tides and logistics, three researchers from TMMC and CAS examined the carcass on 5/26/2017, taking initial measurements and samples. A full team conducted a necropsy on 27 May 2017. The carcass was identified as a known animal (CRC-1540) by Cascadia Research Collective on 5/26/2017. CRC-1540 was first identified off California in 1999 and seen in at least 11 different years off California mostly in the Santa Barbara Channel area. Genetic confirmation on the match can be made from a biopsy taken in 2006. She was documented with a calf in two years. There may be additional sighting information from the Sea of Cortez, Mexico since she also matches the CICMAR catalog.",
WCRLB-20170628Mn,Humpback Whale,6/28/2017,2017,Swimming,Alive,SERIOUS INJURY,Yes,CA,08-San Francisco,San Fransisco,Under Golden Gate Bridge,37.81,decimal degrees,–122.47,decimal degrees,NA,NA,Recreational,UNKNOWN,UNKNOWN,1,cm,NA,,N,Ryan Clapper (Reporting Party) I was in San Francisco last week with my wife and we decided to hike the Golden Gate Bridge. About half way up we realized there were 3 to 4 humpback whales feeding in the bay below us. A boater was cruising by at high speed and never slowed down. He may have seen one of the whales breathing far away and tried to get closer for a photo and went right over a humpback. SFPD works on the bridge and I made them aware of the situation. We couldn¿t get a vessel number from the boat since it was so far away. So I emailed a photo to the SFPD and a local news station that aired it the next day. http://www.gulfster.com/Daily/2017PictureGallery/hump-back-whale-golden-gate/index.html,
WCR-LB-20180318Er,Gray Whale,3/18/2018,2018,Swimming,Alive,SERIOUS INJURY,Yes,CA,15-Los Angeles,Catalina Island,3 NM off Catalina Island,33.381,decimal degrees,–118.041,decimal degrees,3/27/2018,Advanced Decomposition,Shipping,UNKNOWN,UNKNOWN,1,cm,N,,,NMFS received calls around 3:45 to report that the Starship Express had struck what they believed to be a gray whale mid channel on the way to Catalina. The Captain said that the whale surfaced about 20 ft in front of the boat when it was traveling at approximately 25 kts so there was no way to stop or avoid the collision. He did indicate that there was some damage to the bulbous bow and that he believed the whale was injured but alive after the contact.,
SWFSC-BLH0005,Gray Whale,3/26/2018,2018,Beach or Land,Moderate Decomposition,DEAD,Yes,CA,17-San Diego,San Diego,La Jolla,32.8989,decimal degrees,-117.2772,decimal degrees,3/26/2018,Advanced Decomposition,Unknown,MALE,ADULT,1278.5,cm,Y,4/27/2018,Landfill,ANIMAL EXAMINED ON BEACH BY SWFSC STRANDING PROGRAM. ORGANS PROTRUDING THROUGH LACERATION AT RIGHT DORSAL SIDE AT MID-LENGTH. FRACTURED VERTEBRAE AND BONE FRAGMENTS IN THIS REGION. UNKNOWN IF THIS VESSEL STRIKE REPRESENTS SAME ANIMAL STRUCK OFF CATALINA ISLAND ON 3/18/2018. TREATED AS UNIQUE RECORD.,
CAS-MAC-237; TMMC-C-558,Gray Whale,5/4/2018,2018,Floating,Moderate Decomposition,DEAD,Yes,CA,08-San Francisco,San Fransisco,San Francisco Bay near the Bay bridge,37.795228,decimal degrees,-122.366577,decimal degrees,5/9/2018,Moderate Decomposition,Unknown,FEMALE,SUBADULT,1340,cm,Y,5/9/2018,Left at Site,Blunt force trauma to the skull,
CAS-MEF-804; TMMC-C-559,Fin Whale,5/16/2018,2018,On vessel's bow,Fresh Dead,DEAD,Yes,CA,07-Alameda,Oakland,Oakland Harbor,37.7908,decimal degrees,-122.2636,decimal degrees,5/21/2018,Moderate Decomposition,Shipping,FEMALE,SUBADULT,1377,cm,Y,5/21/2018,Left at Site,"Ship strike, resulting in broken back, organ rupture, and severe internal bleeding; draped across the bow of a large ship entering the SF Bay; vessel Horizon Spirit. ",
LMLER2018MAY17,Gray Whale,5/17/2018,2018,Beach or Land,Moderate Decomposition,DEAD,Yes,CA,10-Santa Cruz,Watsonville,La Selva Beach,36.927628,decimal degrees,–121.859766,decimal degrees,5/17/2018,Moderate Decomposition,Unknown,MALE,YEARLING,756,cm,Y,5/17/2018,Left at Site,Propeller wounds present near tail; vital response noted on wound edges,
CAS-MAC-244; TMMC-C-560,Gray Whale,5/18/2018,2018,Beach or Land,Moderate Decomposition,DEAD,Yes,CA,04-Marin,Mill Valley,Tennessee Valley Beach,37.8412,decimal degrees,-122.552,decimal degrees,5/19/2018,Moderate Decomposition,Unknown,FEMALE,ADULT,1092,cm,Y,5/19/2018,Left at Site,"suspect boat strike as primary due to good body fat stores, full stomach and intestines; Also, t…..here are multiple linear marks on the skin typical of abrasion by a braided line.",
